epoch,train_loss,seg_loss,kd_loss,skipped_steps,all_dice_wt,all_dice_tc,all_dice_et,all_mean_dice,drop_t1ce_dice_wt,drop_t1ce_dice_tc,drop_t1ce_dice_et,drop_t1ce_tc_et_mean,all_baseline,all_constraint,eligible_for_best,best_drop_t1ce_tc_et_mean,learning_rate,epoch_time_sec
1,0.47177420811355114,0.4207370494008064,0.0510371588562225,0,0.8687142994459846,0.8487982805901365,0.8184820524881748,0.8453315441747652,0.8554526187772704,0.5922971002948823,0.4025094503496488,0.4974032753222655,0.7817196060643531,0.7582680178824225,1,0.4974032753222655,4.998111138789771e-05,1247.35371689999
2,0.4393711163923144,0.3992386025711894,0.04013251429742377,0,0.8698295722107989,0.8485567916170961,0.8174768278293467,0.845287730552414,0.852968992251665,0.593869732605913,0.4121393350672602,0.5030045338365866,0.7817196060643531,0.7582680178824225,1,0.5030045338365866,4.9924474676461635e-05,1211.5896233000094
3,0.42042810272052883,0.38260199151560664,0.037826111276426676,0,0.8776471038435144,0.8614941204348325,0.8305740997299043,0.8565717746694171,0.8599700052974727,0.6310814942775548,0.4406984171270958,0.5358899557023253,0.7817196060643531,0.7582680178824225,1,0.5358899557023253,4.9830177195395695e-05,1221.024393700005
4,0.4277206178158522,0.39275424319691954,0.03496637502366684,0,0.8789488610666554,0.863464253051788,0.8340526339482318,0.858821916022225,0.862083418499897,0.6242725013043672,0.44320919951947335,0.5337408504119203,0.7817196060643531,0.7582680178824225,1,0.5358899557023253,4.969836434458087e-05,1242.5793965000194
5,0.4111325588934123,0.37795969846472144,0.03317286140482247,0,0.8813211901792274,0.8690656152185045,0.8380012202267065,0.8627960085414794,0.863109709903075,0.6398126758392828,0.46107869544339397,0.5504456856413384,0.7817196060643531,0.7582680178824225,1,0.5504456856413384,4.952923936987914e-05,1223.374725600006
6,0.41820381610840557,0.38488813035935165,0.03331568618372603,0,0.8812169862456538,0.8677969616153232,0.8370479110512032,0.8620206196373935,0.866026253232523,0.619901347197156,0.44395776380560353,0.5319295555013798,0.7817196060643531,0.7582680178824225,1,0.5504456856413384,4.9323063049743075e-05,1221.5335956999916
7,0.4154174100793898,0.3802152524068952,0.03520215783259118,0,0.8831366540270278,0.8700462069281102,0.8388096148253275,0.8639974919268218,0.8661460000165365,0.6424690129609778,0.46468982647250395,0.5535794197167409,0.7817196060643531,0.7582680178824225,1,0.5535794197167409,4.908015329311436e-05,1224.2347219000221
8,0.3986448980122805,0.365628034953028,0.03301686292665545,0,0.8845129800360532,0.8726623698016743,0.8392856488175597,0.8654869995517623,0.8675592587252593,0.6418920655463346,0.46381311352544513,0.5528525895358899,0.7817196060643531,0.7582680178824225,1,0.5535794197167409,4.880088464923127e-05,1225.6027020999463
9,0.40127568241208794,0.3677543242573738,0.033521358145681,0,0.8822294539863745,0.872253907638088,0.8396599606013343,0.8647144407419322,0.8661633936957479,0.6389366174031672,0.45989935989798864,0.5494179886505779,0.7817196060643531,0.7582680178824225,1,0.5535794197167409,4.848568773010087e-05,1222.6351784999715
10,0.40620011270418765,0.3736758540645242,0.032524258752975585,0,0.8847342609571254,0.8763953292912456,0.841862012923275,0.867663867723882,0.8674954700701829,0.6489242330171496,0.4770445843490499,0.5629844086830997,0.7817196060643531,0.7582680178824225,1,0.5629844086830997,4.8135048546526525e-05,1224.073783300002
11,0.4009287090301514,0.3678335992395878,0.03309511040626603,0,0.8858047486569061,0.8783113100769516,0.8416650289148815,0.8685936958829131,0.868294025765998,0.6565469993057346,0.48340025395405506,0.5699736266298948,0.7817196060643531,0.7582680178824225,1,0.5699736266298948,4.7749507758714496e-05,1224.925506599946
12,0.40267851934581994,0.37041859970986846,0.032259920685826726,0,0.8841828202382507,0.8776600118255344,0.8401980401300001,0.8673469573979284,0.8673151390680542,0.6635642498842249,0.48741307680627777,0.5754886633452514,0.7817196060643531,0.7582680178824225,1,0.5754886633452514,4.7329659842615016e-05,1223.6838220999925
13,0.39744315755739806,0.3659305897671729,0.03151256846658362,0,0.883762923578982,0.8767842848591617,0.8416057433772199,0.8673843172717879,0.8674914055968695,0.6618246296312794,0.4789899885674658,0.5704073090993727,0.7817196060643531,0.7582680178824225,1,0.5754886633452514,4.687615217328354e-05,1224.435767500021
14,0.39944412899389864,0.36867193216085437,0.030772196897598407,0,0.881631566899345,0.8777197650106958,0.84216187714332,0.8671710696844537,0.8654093675694844,0.6514934630478433,0.47467791675902454,0.5630856899034339,0.7817196060643531,0.7582680178824225,1,0.5754886633452514,4.638968402667527e-05,1222.685696200002
15,0.39015203404799104,0.3582577946577221,0.03189423970205826,0,0.8868219616446903,0.8806714708838412,0.8434420624006059,0.8703118316430459,0.8705046486941931,0.6571882668437352,0.4831768210561979,0.5701825439499666,0.7817196060643531,0.7582680178824225,1,0.5754886633452514,4.587100550141237e-05,1223.7487818999798
16,0.38522250617295506,0.35399375135079025,0.031228755150485087,0,0.883111496628994,0.8742079001683589,0.8494301418860098,0.8689165128944544,0.8672604364145435,0.6312084995659193,0.45475953923332013,0.5429840193996197,0.7817196060643531,0.7582680178824225,1,0.5754886633452514,4.5320916362186225e-05,1228.4296081999782
17,0.40812635124102237,0.37948059898614883,0.028645752155012815,0,0.8837771502041019,0.8786845076899735,0.8437321321311992,0.8687312633417582,0.866157671102241,0.6529444345734152,0.48025464282869645,0.5665995387010558,0.7817196060643531,0.7582680178824225,1,0.5754886633452514,4.474026480657826e-05,1246.7743972999742
18,0.4002495460994542,0.36856072685308755,0.03168881986717497,0,0.8841039905931791,0.8775397829295414,0.8503688491087977,0.8706708742105059,0.866782088935369,0.6478230213306804,0.4733347054792073,0.5605788634049438,0.7817196060643531,0.7582680178824225,1,0.5754886633452514,4.412994615720077e-05,1223.560646900034
19,0.3972679339386523,0.3665255325995386,0.03074240136244771,0,0.885160988321621,0.8813823227025671,0.8439995921400323,0.8701809677214069,0.8685995785461398,0.6599174164811974,0.49187410314578656,0.575895759813492,0.7817196060643531,0.7582680178824225,1,0.575895759813492,4.349090148117431e-05,1223.0724373999983
20,0.3985834806263447,0.3679547026641667,0.030628777724654357,0,0.8844476796729126,0.8802798396309434,0.8436132711426673,0.8694469301488411,0.8677297002384189,0.6683455110371396,0.4916394031630534,0.5799924571000965,0.7817196060643531,0.7582680178824225,1,0.5799924571000965,4.282411613907042e-05,1223.5980006000027
21,0.39424359953030946,0.36362407001852987,0.030619529126834095,0,0.8856055983907694,0.8821869408606561,0.8447427707705317,0.8708451033406522,0.8692622872756002,0.6697219270982746,0.4986228207865257,0.5841723739424002,0.7817196060643531,0.7582680178824225,1,0.5841723739424002,4.213061826555708e-05,1221.5375232999795
22,0.393839045856148,0.36349358880892396,0.030345456699820715,0,0.8860318941952837,0.8794635223173584,0.8513521764435661,0.8722825309854029,0.8722217355721634,0.6602707242937432,0.4859811635033536,0.5731259438985484,0.7817196060643531,0.7582680178824225,1,0.5841723739424002,4.141147718408951e-05,1223.9666971999686
23,0.3987099473848939,0.3685001774430275,0.03020976961225824,0,0.886244501182517,0.8815288981807934,0.8446561589789715,0.8708098527807606,0.8712706876716849,0.6636030529796524,0.4949646152005754,0.5792838340901139,0.7817196060643531,0.7582680178824225,1,0.5841723739424002,4.066780175809094e-05,1224.587150300038
24,0.39243841807171703,0.3620188595466316,0.030419558949481142,0,0.8853281376747419,0.8817592760509901,0.8445787209667608,0.870555378230831,0.8699634964838333,0.6703701488005009,0.5019382210406553,0.5861541849205781,0.7817196060643531,0.7582680178824225,1,0.5861541849205781,3.99007386811656e-05,1223.656524399994
25,0.391966296993196,0.3615010932274163,0.030465204493211787,0,0.8869053837074846,0.8824861568844903,0.8444589917908417,0.8712835107942722,0.8710432290257045,0.6709198913514477,0.5004754220229197,0.5856976566871837,0.7817196060643531,0.7582680178824225,1,0.5861541849205781,3.911147070898026e-05,1222.8511746999575
26,0.3977116206549108,0.3680986156351864,0.02961300536392082,0,0.8856605675948064,0.8828841350687573,0.8455326825265767,0.8713591283967134,0.8697752166751476,0.6698473155241934,0.5025619595784319,0.5862046375513126,0.7817196060643531,0.7582680178824225,1,0.5862046375513126,3.830121483554075e-05,1225.1150705000036
27,0.3919411220364273,0.36221941581368444,0.029721706129705126,0,0.8866823039432352,0.8819693491974125,0.8438712671313516,0.8708409734239998,0.8724594255698773,0.6746317269918228,0.49854316853821384,0.5865874477650184,0.7817196060643531,0.7582680178824225,1,0.5865874477650184,3.747122041667541e-05,1224.6746843999717
28,0.3824037683866918,0.3512207797188312,0.031182988841530458,0,0.8860369476665743,0.8832280188207023,0.8447596436282366,0.8713415367051711,0.8692408438366253,0.6721950578517096,0.503281060560669,0.5877380592061894,0.7817196060643531,0.7582680178824225,1,0.5877380592061894,3.662276724361891e-05,1223.9251068999874
29,0.38958861970901487,0.3581154737100005,0.031473146352631376,0,0.8874205533063885,0.8829421336569289,0.8443995674878998,0.8715874181504057,0.8723639216932269,0.6642990517080722,0.494674546414843,0.5794867990614576,0.7817196060643531,0.7582680178824225,1,0.5877380592061894,3.5757163569667004e-05,1223.0907111999695
30,0.3962895323187113,0.3665504388529807,0.02973909327864385,0,0.8870348404138815,0.8835126697211136,0.8438958468186574,0.8714811189845508,0.8719571847577255,0.6579885061081902,0.48756289803349573,0.5727757020708429,0.7817196060643531,0.7582680178824225,1,0.5877380592061894,3.487574409294472e-05,1219.8770969999605
31,0.3851088409759104,0.353974484808743,0.031134356751252198,0,0.884306234153949,0.8810764907167937,0.8431445469876626,0.8695090906194686,0.8691157741375152,0.656890859016054,0.4922252721974764,0.5745580656067653,0.7817196060643531,0.7582680178824225,1,0.5877380592061894,3.39798678983986e-05,1223.6526514999568
32,0.382917455393821,0.3525778187662363,0.030339637282235345,0,0.8865960659406162,0.8838583435397432,0.8444086847507137,0.8716210314103577,0.871284260715205,0.6721597135450753,0.5023158031458329,0.5872377583454541,0.7817196060643531,0.7582680178824225,1,0.5877380592061894,3.307091636218623e-05,1205.5820673999842
33,0.3847340132109821,0.3542783208601177,0.03045569302273816,0,0.8884414785521529,0.8842794326944067,0.8446471728212663,0.8724560280226087,0.8753291676931408,0.6747873907371666,0.5074268335145876,0.5911071121258771,0.7817196060643531,0.7582680178824225,1,0.5911071121258771,3.215029102169434e-05,1210.4025435000076
34,0.39415680124610664,0.36411533123999834,0.030041469677395072,0,0.8872581082735926,0.8828484682255846,0.8432546437168843,0.8711204067386872,0.8735136073018823,0.6540702760975926,0.4817113941813437,0.5678908351394681,0.7817196060643531,0.7582680178824225,1,0.5911071121258771,3.1219411414469706e-05,1208.7247964999988
35,0.38505247500538825,0.35507246418856087,0.02998001087731427,0,0.8870895338040503,0.8837820646646286,0.8441752735229289,0.8716822906638693,0.873592414547472,0.6720786273190678,0.5020159657981316,0.5870472965585997,0.7817196060643531,0.7582680178824225,1,0.5911071121258771,3.0279712889395166e-05,1209.7071510000387
36,0.3955843571871519,0.365957403331995,0.02962695353214076,0,0.8872398394373104,0.8825063873933429,0.8434327368355684,0.8710596545554073,0.8750117248335916,0.6677539801375563,0.5030025790867118,0.5853782796121341,0.7817196060643531,0.7582680178824225,1,0.5911071121258771,2.9332644393485677e-05,1208.5298171999748
37,0.3815178953036666,0.3511469844933599,0.0303709116053642,0,0.8879144480309341,0.8838276337289579,0.8431448272974992,0.871628969685797,0.8746726402883908,0.6664766016587915,0.4925322691220757,0.5795044353904336,0.7817196060643531,0.7582680178824225,1,0.5911071121258771,2.8379666237717044e-05,1208.8216283000074
38,0.38688774234429,0.357310260374099,0.029577482099301052,0,0.8869013986205112,0.8839743007141274,0.8435725662535278,0.8714827551960554,0.8723355659113101,0.6704866408593493,0.49750777030158966,0.5839972055804694,0.7817196060643531,0.7582680178824225,1,0.5911071121258771,2.7422247845332222e-05,1210.2478251000284
39,0.37721595499292015,0.3472100968025625,0.03000585866832989,0,0.8878716540695233,0.8839702089651139,0.8437893471609494,0.8718770700651955,0.8740929275165784,0.6719415119343797,0.499312350572194,0.5856269312532868,0.7817196060643531,0.7582680178824225,1,0.5911071121258771,2.64618654860972e-05,1209.8902619000291
40,0.3829353391453624,0.35305093379691244,0.029884405674129085,0,0.8868467312749138,0.8840995567186658,0.8441031186739832,0.8716831355558542,0.8719728045949589,0.6706613091249326,0.5023550982780387,0.5865082037014857,0.7817196060643531,0.7582680178824225,1,0.5911071121258771,2.5500000000000017e-05,1210.6700983999763
41,0.3927741726189852,0.3639330052919686,0.028841167801374468,0,0.8878535472398221,0.8838551118224178,0.8436516315720705,0.8717867635447701,0.8741280160313093,0.6617405770556896,0.4931309996207126,0.5774357883382011,0.7817196060643531,0.7582680178824225,1,0.5911071121258771,2.4538134513902842e-05,1210.2573812000337
42,0.3932803458161652,0.3637667987532914,0.029513547542577727,0,0.8885428950509132,0.884421183775975,0.8441406012676815,0.8723682266981898,0.8750793295510321,0.6750297724447525,0.5063966976586914,0.5907132350517219,0.7817196060643531,0.7582680178824225,1,0.5911071121258771,2.3577752154667818e-05,1209.351835999987
43,0.38624677699059246,0.35441976300626993,0.03182701448564512,0,0.8876378022674439,0.8842078186323082,0.8433601343547482,0.8717352517515001,0.8744837616152417,0.6709799728249457,0.5026485456199246,0.5868142592224351,0.7817196060643531,0.7582680178824225,1,0.5911071121258771,2.2620333762282996e-05,1208.7761255999794
44,0.3798401657305658,0.34883535413071515,0.031004812326194953,0,0.8881286718545168,0.8847949987268126,0.8437768301062301,0.8722335002291866,0.8747710596250635,0.6677767495403614,0.4969948635246035,0.5823858065324824,0.7817196060643531,0.7582680178824225,1,0.5911071121258771,2.1667355606514363e-05,1209.9332364000147
45,0.3824678922146559,0.35260410241782664,0.02986379043695524,0,0.8880340531071993,0.8846377163608796,0.8442224220054885,0.8722980638245225,0.8752368353895318,0.6699809773020383,0.502999250837924,0.5864901140699812,0.7817196060643531,0.7582680178824225,1,0.5911071121258771,2.072028711060487e-05,1207.6004634000128
46,0.3763763497360051,0.34638184669241306,0.02999450333189088,0,0.8882095280394601,0.8853596711958005,0.8445493889094663,0.8727061960482422,0.8754702703251599,0.6733085375034434,0.5080182884871964,0.5906634129953199,0.7817196060643531,0.7582680178824225,1,0.5911071121258771,1.978058858553033e-05,1209.9613977000117
47,0.3905277828872204,0.3603022161591798,0.030225566965214966,0,0.8876270693598362,0.8850038673939241,0.8434547994195305,0.8720285787244303,0.8747789082035864,0.6707156743887532,0.5021239776058778,0.5864198259973155,0.7817196060643531,0.7582680178824225,1,0.5911071121258771,1.8849708978305685e-05,1209.3449334999896
48,0.38502303854748604,0.35547392992302773,0.02954910926419143,0,0.8874497666309648,0.8851854130608177,0.8437699943157344,0.8721350580025057,0.8735615109401269,0.6759961722787998,0.5072908595445536,0.5916435159116766,0.7817196060643531,0.7582680178824225,1,0.5916435159116766,1.7929083637813798e-05,1210.7256021000212
49,0.3918858080282807,0.36182921707257626,0.030056590872761264,0,0.8875092711029079,0.8841138020518281,0.8438102264381229,0.8718110998642863,0.8745081594960687,0.6661545531592823,0.5035743173081276,0.5848644352337049,0.7817196060643531,0.7582680178824225,1,0.5916435159116766,1.7020132101601433e-05,1208.2205097000115
50,0.38646366265788673,0.35705718111246826,0.02940648183945086,0,0.8871583143304835,0.8843964165593907,0.8434212053401847,0.8716586454100197,0.8732268933065382,0.6754869301569104,0.509291205218499,0.5923890676877047,0.7817196060643531,0.7582680178824225,1,0.5923890676877047,1.6124255907055306e-05,1210.16923270002
51,0.388979097250849,0.35899800285324457,0.029981095141458355,0,0.8884008958534951,0.8849309677582065,0.8443538504427378,0.8725619046848131,0.8757341217961186,0.6730142364273684,0.5112634506498502,0.5921388435386092,0.7817196060643531,0.7582680178824225,1,0.5923890676877047,1.5242836430333023e-05,1209.1107146999566
52,0.3778694654069841,0.3468651595823467,0.031004306264166188,0,0.8884635950161377,0.8844176829650799,0.8438714143878712,0.8722508974563629,0.8759130152637387,0.6758139216663921,0.5072797294254032,0.5915468255458977,0.7817196060643531,0.7582680178824225,1,0.5923890676877047,1.4377232756381109e-05,1224.0062147999997
53,0.3942015299908817,0.36376776826754215,0.030433761833808602,0,0.887535599539415,0.8837519187884795,0.8434441478137084,0.8715772220472009,0.8743056537909702,0.6681632853266413,0.5004506160038601,0.5843069506652507,0.7817196060643531,0.7582680178824225,1,0.5923890676877047,1.3528779583324605e-05,1216.5433292000089
54,0.37675517167150974,0.34790431591495874,0.028850856150269465,0,0.887986003637018,0.8839482812216117,0.8435970394078021,0.8718437747554773,0.8755423357765628,0.6652588981316533,0.49968438264951326,0.5824716403905833,0.7817196060643531,0.7582680178824225,1,0.5923890676877047,1.2698785164459258e-05,1206.8814942999743
55,0.3768658315986395,0.3467717870734632,0.030094044494651827,0,0.8879111287476725,0.8848890808167943,0.8441801268114295,0.8723267787919654,0.8751847702253494,0.6700425635909756,0.5033128350885683,0.586677699339772,0.7817196060643531,0.7582680178824225,1,0.5923890676877047,1.1888529291019747e-05,1208.682513799984
56,0.3777870340272784,0.34891177441179755,0.028875259753291176,0,0.8887426717118936,0.8855628962352041,0.8443338209794841,0.8728797963088607,0.8762507644351694,0.6737698539283993,0.5067156992948884,0.5902427766116438,0.7817196060643531,0.7582680178824225,1,0.5923890676877047,1.1099261318834413e-05,1207.9805040999781
57,0.3710632565319538,0.3406316892877221,0.03043156724414621,0,0.8887854828886218,0.8855353096625912,0.844606378222152,0.8729757235911216,0.8757615952808234,0.6722052620505996,0.506371812226637,0.5892885371386183,0.7817196060643531,0.7582680178824225,1,0.5923890676877047,1.0332198241909076e-05,1208.9055389999994
58,0.38313130600377915,0.3533393403645605,0.029791965842438005,0,0.8884422419061679,0.8855587806292449,0.8442061577241002,0.872735726753171,0.8748890192948318,0.6699818184079298,0.5009784908065735,0.5854801546072517,0.7817196060643531,0.7582680178824225,1,0.5923890676877047,9.588522815910505e-06,1208.4282566000475
59,0.3851836796104908,0.3538541923463345,0.031329487450302625,0,0.8885388319149295,0.8857326128305372,0.8447539782318074,0.8730084743257581,0.8753556727254355,0.673068240361568,0.506992208639164,0.590030224500366,0.7817196060643531,0.7582680178824225,1,0.5923890676877047,8.869381734442936e-06,1210.0863443000126
60,0.37977816198393705,0.3496329050846398,0.030145257197025786,0,0.8884367781652085,0.8851409473639994,0.8440026455036881,0.8725267903442986,0.8756554210162352,0.6697732332359156,0.5030723231671866,0.5864227782015512,0.7817196060643531,0.7582680178824225,1,0.5923890676877047,8.175883860929588e-06,1208.7945276999963
61,0.38336117344722154,0.35347349763661623,0.029887676727346844,0,0.8880331315013662,0.8849707780385597,0.84395499837306,0.8723196359709954,0.87554893516486,0.6751620410390814,0.5091728556997427,0.592167448369412,0.7817196060643531,0.7582680178824225,1,0.5923890676877047,7.5090985188257035e-06,1209.3907694999943
62,0.3825411622487009,0.3532299721781164,0.02931118966736358,0,0.8880470329141656,0.8851066464725648,0.8441964267188582,0.8724500353685295,0.8754940398618826,0.6733744855519366,0.5072963948232108,0.5903354401875737,0.7817196060643531,0.7582680178824225,1,0.5923890676877047,6.870053842799241e-06,1209.5318955000257
63,0.3825823330767453,0.35187623418308794,0.03070609910775238,0,0.8890502592543543,0.8857453970463293,0.8443189786393474,0.8730382116466769,0.876734599694747,0.6789463456077981,0.5124339141759374,0.5956901298918678,0.7817196060643531,0.7582680178824225,1,0.5956901298918678,6.259735193421748e-06,1208.0802813999471
64,0.38442533888667824,0.35355426463112233,0.030871073908199834,0,0.8879068479271014,0.8854130243229726,0.8441777596801581,0.8724992106434106,0.874928223502983,0.6721173514630903,0.5057549479446805,0.5889361497038854,0.7817196060643531,0.7582680178824225,1,0.5956901298918678,5.67908363781379e-06,1206.152475800016
65,0.3773117532096803,0.34673726560920476,0.030574487742767813,0,0.8885724940024917,0.8855511893036088,0.8442715646143409,0.8727984159734805,0.8759280587874805,0.6735030175226268,0.5075711707104349,0.5905370941165309,0.7817196060643531,0.7582680178824225,1,0.5956901298918678,5.1289944985876466e-06,1208.5885969999945
66,0.3821764662116766,0.3526571112498641,0.029519354713555004,0,0.888664992704609,0.8856449226694815,0.8443712352273376,0.8728937168671426,0.8760243153289987,0.6733094686936056,0.5081729876296036,0.5907412281616047,0.7817196060643531,0.7582680178824225,1,0.5956901298918678,4.610315973324741e-06,1208.7881967999856
67,0.37209408678114414,0.34207110268250107,0.03002298448633519,0,0.8883727004203861,0.8854338625499447,0.8438872768958747,0.8725646132887351,0.8754529087328923,0.671582253117452,0.5035353324200048,0.5875587927687285,0.7817196060643531,0.7582680178824225,1,0.5956901298918678,4.1238478267164745e-06,1208.818403000012
68,0.38427355752140285,0.35472207958996294,0.029551478058445355,0,0.8884261575874657,0.8857899696624923,0.8441256103565216,0.87278057920216,0.8756619621907306,0.6757372153947769,0.5096260590545513,0.5926816372246642,0.7817196060643531,0.7582680178824225,1,0.5956901298918678,3.6703401573849893e-06,1207.9385389999952
69,0.3859766896888614,0.35661743150278924,0.029359258290356592,0,0.8885147262525119,0.8857925502078495,0.8442160711658713,0.8728411158754109,0.8755740407002451,0.6738883131682597,0.5072843414237739,0.5905863272960168,0.7817196060643531,0.7582680178824225,1,0.5956901298918678,3.2504922412855066e-06,1209.132933099987
70,0.3875321992561221,0.35747669615782796,0.030055503183310066,0,0.8883648317479748,0.8858196625511453,0.844160344850646,0.8727816130499221,0.8753250778065551,0.672289481229254,0.5059178176229275,0.5891036494260908,0.7817196060643531,0.7582680178824225,1,0.5956901298918678,2.864951453473475e-06,1360.9181262999773
71,0.3772405989728868,0.3476945704501122,0.029546028077209484,0,0.8883896121120091,0.8858152977083429,0.8441708305200499,0.8727919134468006,0.8756488248431781,0.6760189197368385,0.5096477170385046,0.5928333183876715,0.7817196060643531,0.7582680178824225,1,0.5956901298918678,2.5143122698991383e-06,1455.1086285000201
72,0.37152044992521405,0.3406016350928694,0.03091881510255189,0,0.888489921683278,0.8855696894496738,0.8440489323370094,0.8727028478233204,0.8757318173933818,0.6729293670151988,0.5061447540644046,0.5895370605398017,0.7817196060643531,0.7582680178824225,1,0.5956901298918678,2.1991153507687385e-06,1455.1103596999892
73,0.38084890484809875,0.3504781393185258,0.030370766289965104,0,0.8884781631370496,0.8856304078964835,0.84411416316827,0.8727409114006011,0.875721637954537,0.672851537280884,0.5067969685938041,0.5898242529373441,0.7817196060643531,0.7582680178824225,1,0.5956901298918678,1.9198467068856446e-06,1455.9240475000115
74,0.383633205473423,0.35374829116091133,0.029884914325723003,0,0.8884466417287892,0.8852910358177339,0.8438745971774836,0.8725374249080021,0.8757780632871598,0.6713457003822499,0.5047494560194965,0.5880475782008732,0.7817196060643531,0.7582680178824225,1,0.5956901298918678,1.6769369502569246e-06,1452.9744279999868
75,0.37839210860058664,0.3480857342407107,0.030306374765234068,0,0.8884984457348664,0.8853991365058121,0.8439135479170083,0.8726037100525623,0.8759020036892441,0.6721423940763527,0.506178842619133,0.5891606183477429,0.7817196060643531,0.7582680178824225,1,0.5956901298918678,1.4707606301208545e-06,1440.9684274000465
76,0.3855008953735232,0.355511883225292,0.029989012333506253,0,0.8883338926379356,0.8853465937193052,0.8439411132817976,0.8725405332130128,0.8756309811911568,0.6705306298882077,0.5046062953071956,0.5875684625977016,0.7817196060643531,0.7582680178824225,1,0.5956901298918678,1.3016356554191274e-06,1456.9589668000117
77,0.3785611336827278,0.3484767796769738,0.030084354022979824,0,0.8884779497320588,0.8853757267226279,0.8440213912434036,0.8726250225660301,0.8758231866729119,0.6714618457768762,0.5055013102744572,0.5884815780256667,0.7817196060643531,0.7582680178824225,1,0.5956901298918678,1.1698228046043058e-06,1457.265152900014
78,0.38175302981585263,0.3513368638027459,0.030416167030380165,0,0.8885792939625929,0.8853993654391368,0.8439558413142593,0.8726448335719964,0.8760694695704023,0.6721010659214552,0.5059889463533946,0.5890450061374249,0.7817196060643531,0.7582680178824225,1,0.5956901298918678,1.0755253235383648e-06,1453.8714612999465
79,0.3769993057884276,0.3468530925810337,0.0301462132173001,0,0.8885925965143004,0.8854841951214962,0.8438973493610996,0.8726580469989654,0.8761283944265327,0.673304757023457,0.5063275363661998,0.5898161466948284,0.7817196060643531,0.7582680178824225,1,0.5956901298918678,1.0188886121022888e-06,1456.0911197999958
80,0.3769844035357237,0.3478482057489455,0.029136197356123376,0,0.8886410934291358,0.8855202088769655,0.8441095505391687,0.8727569509484233,0.876318984242592,0.6737606520886092,0.5076171853142325,0.5906889187014208,0.7817196060643531,0.7582680178824225,1,0.5956901298918678,1e-06,1454.2317785999621
